code,name,short_name,market,unit,sector
1301,極洋,1301極洋,東証１,100,水産・農林業
1305,ダイワ上場投信－トピックス,1305大和東証指数,東証Ｅ,10,ETF銘柄一覧
1306,ＴＯＰＩＸ連動型上場投資信託,1306野村東証指数,東証Ｅ,10,ETF銘柄一覧
1308,上場インデックスファンドＴＯＰＩＸ,1308日興東証指数,東証Ｅ,100,ETF銘柄一覧
1309,ＮＥＸＴ　ＦＵＮＤＳ上証５０連動型,1309野村上証５０,東証Ｅ,1,ETF銘柄一覧
1311,ＴＯＰＩＸ　Ｃｏｒｅ　３０　連動型上場投資信託,1311野村コア３０,東証Ｅ,10,ETF銘柄一覧
1312,ラッセル野村小型コアインデックス連動型上場投信,1312野村ＲＮ小型,東証Ｅ,1,ETF銘柄一覧
1313,サムスンＫＯＤＥＸ２００証券上場指数投資信託,1313ＫＤＸ２００,東証Ｅ,10,ETF銘柄一覧
1319,日経３００上場投信,1319日経３００上場投信,東証Ｅ,1000,ETF銘柄一覧
1320,ダイワ上場投信－日経２２５,1320大和日経平均,東証Ｅ,1,ETF銘柄一覧
1321,日経２２５連動型上場投資信託,1321野村日経平均,東証Ｅ,1,ETF銘柄一覧
1322,上場中国Ａ株パンダ,1322上場中国Ａ株パンダ,東証Ｅ,10,ETF銘柄一覧
1323,ＮＥＸＴ　南アフリカ株式指数,1323野村南ア４０,東証Ｅ,100,ETF銘柄一覧
1324,ＮＥＸＴ　ロシア株式指数,1324野村ＲＴＳ,東証Ｅ,100,ETF銘柄一覧
1325,ＮＥＸＴ　ブラジル株式指数ボベスパ連動型上場投信,1325野村ボベスパ,東証Ｅ,100,ETF銘柄一覧
1326,ＳＰＤＲゴールド・シェア,1326ＳＰＤＲ,東証Ｅ,1,ETF銘柄一覧
1327,Ｓ＆ＰＧＳＣＩ商品指数,1327Ｓ＆ＰＧＳＣＩ商品指数,東証Ｅ,1,ETF銘柄一覧
1328,金価格連動型上場投資信託,1328野村金連動,東証Ｅ,10,ETF銘柄一覧
1329,ｉシェアーズ・コア　日経２２５　ＥＴＦ,1329ｉＳ日経,東証Ｅ,1,ETF銘柄一覧
1330,上場インデックスファンド２２５,1330日興日経平均,東証Ｅ,10,ETF銘柄一覧
1332,日本水産,1332日本水産,東証１,100,水産・農林業
1333,マルハニチロ,1333マルハニチロ,東証１,100,水産・農林業
1343,ＮＥＸＴ　ＲＥＩＴ,1343ＮＥＸＴ　ＲＥＩＴ,東証Ｅ,10,ETF銘柄一覧
1344,ＭＡＸＩＳ　コア３０,1344ＭＡＸＩＳ　コア３０,東証Ｅ,10,ETF銘柄一覧
1345,上場ファンドＪリート,1345上場ファンドＪリート,東証Ｅ,100,ETF銘柄一覧
1346,ＭＡＸＩＳ日経２２５上場投信,1346ＭＸ２２５,東証Ｅ,1,ETF銘柄一覧
1348,ＭＡＸＩＳトピックス上場投信,1348ＭＸトピクス,東証Ｅ,10,ETF銘柄一覧
1349,ＡＢＦ汎アジア債券インデックス・ファンド,1349アジア債券,東証Ｅ,1,ETF銘柄一覧
1352,ホウスイ,1352ホウスイ,東証１,100,卸売業
1356,ＴＯＰＩＸベア２倍上場投信,1356ＴＰＸベア２,東証Ｅ,10,ETF銘柄一覧
1357,ＮＥＸＴ　日経平均ダブルインバース・インデックス,1357日経Ｄインバ,東証Ｅ,1,ETF銘柄一覧
1358,上場インデックスファンド日経レバレッジ指数,1358日経２倍,東証Ｅ,1,ETF銘柄一覧
1360,日経平均ベア２倍上場投信,1360日経ベア２,東証Ｅ,10,ETF銘柄一覧
1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,1364ｉシェア４百,東証Ｅ,1,ETF銘柄一覧
1365,ダイワ日経レバレッジ・インデックス,1365大和日経レバ,東証Ｅ,1,ETF銘柄一覧
1366,ダイワ日経ダブルインバース・インデックス,1366大和日経Ｄイ,東証Ｅ,1,ETF銘柄一覧
1367,ダイワＴＰＸレバレッジ（２倍）指数,1367大和ＴＰレバ,東証Ｅ,1,ETF銘柄一覧
1368,ダイワＴＰＸダブルインバース（－２倍）指数,1368大和ＴＰＤイ,東証Ｅ,1,ETF銘柄一覧
1369,Ｏｎｅ　ＥＴＦ　日経２２５,1369Ｏｎｅ２２５,東証Ｅ,1,ETF銘柄一覧
1376,カネコ種苗,1376カネコ種苗,東証１,100,水産・農林業
1377,サカタのタネ,1377サカタのタネ,東証１,100,水産・農林業
1379,ホクト,1379ホクト,東証１,100,水産・農林業
1380,秋川牧園,1380秋川牧園,ＪＱ,100,水産・農林業
1381,アクシーズ,1381アクシーズ,ＪＱ,100,水産・農林業
1382,ホーブ,1382ホーブ,ＪＱ,100,水産・農林業
1383,ベルグアース,1383ベルグアース,ＪＱ,100,水産・農林業
1384,ホクリヨウ,1384ホクリヨウ,東証１,100,水産・農林業
1385,ＵＢＳ　ユーロ圏大型株５０,1385ＵＢＳ欧５０,東証Ｅ,1,ETF銘柄一覧
1386,ＵＢＳ　欧州株,1386ＵＢＳ　欧州株,東証Ｅ,1,ETF銘柄一覧
1387,ＵＢＳ　ユーロ圏株,1387ＵＢＳ　ユーロ圏株,東証Ｅ,1,ETF銘柄一覧
1388,ＵＢＳ　ユーロ圏小型株,1388ＵＢＳ　ユーロ圏小型株,東証Ｅ,1,ETF銘柄一覧
1389,ＵＢＳ　英国大型株,1389ＵＢＳ　英国大型株,東証Ｅ,1,ETF銘柄一覧
1390,ＵＢＳ　アジア太平洋株,1390ＵＢＳ　アジア太平洋株,東証Ｅ,1,ETF銘柄一覧
1391,ＵＢＳ　スイス株,1391ＵＢＳ　スイス株,東証Ｅ,1,ETF銘柄一覧
1392,ＵＢＳ　英国株,1392ＵＢＳ　英国株,東証Ｅ,1,ETF銘柄一覧
1393,ＵＢＳ　米国株,1393ＵＢＳ　米国株,東証Ｅ,1,ETF銘柄一覧
1394,ＵＢＳ　先進国株,1394ＵＢＳ　先進国株,東証Ｅ,1,ETF銘柄一覧
1397,ＳＭＤＡＭ　日経２２５,1397ＳＭＤＡＭ　日経２２５,東証Ｅ,1,ETF銘柄一覧
1398,ＳＭＤＡＭ　東証ＲＥＩＴ指数,1398ＳＭＤリート,東証Ｅ,10,ETF銘柄一覧
1399,インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,1399日興高配低ボ,東証Ｅ,10,ETF銘柄一覧
1400,ルーデン・ホールディングス,1400ルーデン,ＪＱＧ,100,建設業
1401,エムビーエス,1401エムビーエス,東証Ｍ,100,建設業
1407,ウエストホールディングス,1407ウエストＨＤ,ＪＱ,100,建設業
1413,ヒノキヤグループ,1413ヒノキヤグループ,東証１,100,建設業
1414,ショーボンドホールディングス,1414ショーボンド,東証１,100,建設業
1417,ミライト・ホールディングス,1417ミライトＨＤ,東証１,100,建設業
1418,インターライフホールディングス,1418インタライフ,ＪＱ,100,建設業
1419,タマホーム,1419タマホーム,東証１,100,建設業
1420,サンヨーホームズ,1420サンヨーホームズ,東証１,100,建設業
1429,日本アクア,1429日本アクア,東証１,100,建設業
1430,ファーストコーポレーション,1430１ｓｔコーポ,東証１,100,建設業
1431,Ｌｉｂ　Ｗｏｒｋ,1431Ｌｉｂ　Ｗｏｒｋ,東証Ｍ,100,建設業
1432,動　力,1432動　力,東証,100,
1433,ベステラ,1433ベステラ,東証１,100,建設業
1434,ＪＥＳＣＯホールディングス,1434ＪＥＳＣＯ,東証２,100,建設業
1435,ＴＡＴＥＲＵ,1435ＴＡＴＥＲＵ,東証１,100,建設業
1436,フィット,1436フィット,東証Ｍ,100,建設業
1438,岐阜造園,1438岐阜造園,名証２,100,建設業
1439,安江工務店,1439安江工務店,ＪＱ,100,建設業
1440,やまぜんＨｓ,1440やまぜんＨｓ,東証,100,
1443,技研ホールディングス,1443技研ホールディングス,東証２,100,建設業
1444,ニッソウ,1444ニッソウ,東証,100,
1445,ひかりＨＤ,1445ひかりＨＤ,東証,100,
1446,キャンディル,1446キャンディル,東証１,100,建設業
1447,ＩＴｂｏｏｋホールディングス,1447ＩＴｂｏｏｋ,東証Ｍ,100,建設業
1448,スペースバリューホールディングス,1448スペースＶＨ,東証１,100,建設業
1450,田中建設工業,1450田中建設工業,ＪＱ,100,建設業
1451,ＫＨＣ,1451ＫＨＣ,東証２,100,建設業
1456,ダイワ上場投信－日経平均インバース・インデックス,1456大和日経イン,東証Ｅ,1,ETF銘柄一覧
1457,ダイワ上場投信－ＴＯＰＩＸインバース（－１倍）指数,1457大和ＴＰイン,東証Ｅ,1,ETF銘柄一覧
1458,楽天ＥＴＦ－日経レバレッジ指数連動型,1458楽天Ｗブル,東証Ｅ,1,ETF銘柄一覧
1459,楽天ＥＴＦ－日経ダブルインバース指数連動型,1459楽天Ｗベア,東証Ｅ,1,ETF銘柄一覧
1460,ＭＡＸＩＳ　ＪＡＰＡＮ　クオリティ１５０上場投信,1460ＭＸＪクオ,東証Ｅ,1,ETF銘柄一覧
1464,ダイワ日経４００レバレッジインデックス,1464大和４百レバ,東証Ｅ,1,ETF銘柄一覧
1465,ダイワ４００インバースインデックス,1465大和４百イン,東証Ｅ,1,ETF銘柄一覧
1466,ダイワ４００ダブルインバース・インデックス,1466大和４百Ｄイ,東証Ｅ,1,ETF銘柄一覧
1467,ＪＰＸ日経４００ブル２倍上場投信（レバレッジ）,1467Ｊ４百ブル,東証Ｅ,10,ETF銘柄一覧
1468,ＪＰＸ日経４００ベア上場投信（インバース）,1468Ｊ４百ベア,東証Ｅ,10,ETF銘柄一覧
1469,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,1469Ｊ４百ベア２,東証Ｅ,10,ETF銘柄一覧
1470,日経４００レバレッジインデックス連動型上場投信,1470野村４百レバ,東証Ｅ,1,ETF銘柄一覧
1471,日経４００インバース,1471日経４００インバース,東証Ｅ,1,ETF銘柄一覧
1472,日経４００ダブルインバースインデックス連動,1472野村４百Ｄイ,東証Ｅ,1,ETF銘柄一覧
1473,Ｏｎｅ　ＥＴＦ　トピックス,1473Ｏｎｅトピ,東証Ｅ,10,ETF銘柄一覧
1474,Ｏｎｅ　ＥＴＦＪＰＸ日経４００,1474Ｏｎｅ４００,東証Ｅ,1,ETF銘柄一覧
1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,1475ｉＳＴＰＸ,東証Ｅ,1,ETF銘柄一覧
1476,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,1476ｉＳＪリート,東証Ｅ,1,ETF銘柄一覧
1477,ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,1477ｉＳ最小分散,東証Ｅ,1,ETF銘柄一覧
1478,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,1478ｉＳ高配当,東証Ｅ,1,ETF銘柄一覧
1479,ダイワ上場投信－ＭＳＣＩ日本株人材設備投資指数,1479大和人材設,東証Ｅ,1,ETF銘柄一覧
1480,ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型,1480野村企業価値,東証Ｅ,1,ETF銘柄一覧
1481,上場インデックスファンド日本経済貢献株,1481日興経済貢献,東証Ｅ,1,ETF銘柄一覧
1482,ｉシェアーズ・コア米国債７－１０年,1482ｉＳ米債７Ｈ,東証Ｅ,1,ETF銘柄一覧
1483,ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資　ＥＴＦ,1483ｉＳ設備人材,東証Ｅ,1,ETF銘柄一覧
1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,1484Ｏｎｅ設備,東証Ｅ,10,ETF銘柄一覧
1485,ＭＡＸＩＳ　ＪＡＰＡＮ設備・人材積極投資企業２００,1485ＭＸ前向き,東証Ｅ,1,ETF銘柄一覧
1486,上場インデックスファンド米国債券（為替ヘッジなし）,1486日興米債ヘ無,東証Ｅ,1,ETF銘柄一覧
1487,上場インデックスファンド米国債券（為替ヘッジあり）,1487日興米債ヘ有,東証Ｅ,1,ETF銘柄一覧
1488,ダイワ上場投信－東証ＲＥＩＴ指数,1488大和ＲＥＩＴ,東証Ｅ,10,ETF銘柄一覧
1489,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,1489日経高配５０,東証Ｅ,1,ETF銘柄一覧
1490,ＭＳＣＩ日本株高配当低ボラティリティ,1490日興ベータヘ,東証Ｅ,10,ETF銘柄一覧
1491,中外鉱業,1491中外鉱業,東証２,100,非鉄金属
1492,ＭＡＸＩＳ　ＪＰＸ　日経中小型株指数上場投信,1492ＭＸ中小型,東証Ｅ,1,ETF銘柄一覧
1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,1493Ｏｎｅ中小型,東証Ｅ,1,ETF銘柄一覧
1494,Ｏｎｅ　ＥＴＦ　高配当日本株,1494Ｏｎｅ高配当,東証Ｅ,1,ETF銘柄一覧
1495,上場インデックスファンドアジアリート,1495日興アジリト,東証Ｅ,10,ETF銘柄一覧
1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ,1496ｉＳＩＧ債Ｈ,東証Ｅ,1,ETF銘柄一覧
1497,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ,1497ｉＳＨＹ債Ｈ,東証Ｅ,1,ETF銘柄一覧
1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,1498Ｏｎｅ　ＥＴＦ　ＥＳＧ,東証Ｅ,1,ETF銘柄一覧
1499,ＭＡＸＩＳ日本株高配当７０,1499ＭＸ高配ＭＮ,東証Ｅ,1,ETF銘柄一覧
1514,住石ホールディングス,1514住石ホールディングス,東証１,100,鉱業
1515,日鉄鉱業,1515日鉄鉱業,東証１,100,鉱業
1518,三井松島ホールディングス,1518三井松島ＨＤ,東証１,100,鉱業
1540,純金上場信託（現物国内保管型）,1540純金信託,東証Ｅ,1,ETF銘柄一覧
1541,純プラチナ上場信託（現物国内保管型）,1541純プラ信託,東証Ｅ,1,ETF銘柄一覧
1542,純銀上場信託（現物国内保管型）,1542純銀信託,東証Ｅ,1,ETF銘柄一覧
1543,純パラジウム上場信託（現物国内保管型）,1543純パラ信託,東証Ｅ,1,ETF銘柄一覧
1545,ＮＥＸＴＮＡＳＤＡＱ－１００,1545野村ナスダク,東証Ｅ,10,ETF銘柄一覧
1546,ＮＥＸＴダウ・ジョーンズ工業株３０種,1546野村ダウ３０,東証Ｅ,1,ETF銘柄一覧
1547,上場インデックス米国株式,1547日興ＳＰ５百,東証Ｅ,10,ETF銘柄一覧
1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,1550ＭＸ海外株式,東証Ｅ,10,ETF銘柄一覧
1551,ＪＡＳＤＡＱ－ＴＯＰ２０上場投信,1551ジャス２０,東証Ｅ,10,ETF銘柄一覧
1552,国際のＥＴＦ　ＶＩＸ短期先物指数,1552ＶＩＸ短先物,東証Ｅ,1,ETF銘柄一覧
1553,ＭＡＸＩＳ　Ｓ＆Ｐ東海上場投信,1553ＭＸ東海,名証Ｅ,10,ETF銘柄一覧
1554,上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）,1554日興ＭＳ世界,東証Ｅ,10,ETF銘柄一覧
1555,上場インデックスファンド豪州リート,1555日興Ａリート,東証Ｅ,10,ETF銘柄一覧
1557,ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,1557ＳＰＤＲ５百,東証Ｅ,1,ETF銘柄一覧
1559,ＮＥＸＴ　タイ株式,1559ＮＥＸＴ　タイ株式,東証Ｅ,1,ETF銘柄一覧
1560,ＮＥＸＴ　ブルサ・マレーシア,1560野村マレシア,東証Ｅ,1,ETF銘柄一覧
1563,マザーズ・コア上場投信,1563マザーズ・コア上場投信,東証Ｅ,1,ETF銘柄一覧
1566,上場インデックスファンド新興国債券,1566日興新興国債,東証Ｅ,1,ETF銘柄一覧
1567,ＭＡＸＩＳトピックスリスクコントロール（５％）,1567ＭＸリス５,東証Ｅ,10,ETF銘柄一覧
1568,ＴＯＰＩＸブル２倍上場投信,1568ＴＰＸブル,東証Ｅ,10,ETF銘柄一覧
1569,ＴＯＰＩＸベア上場投信,1569ＴＯＰＩＸベア上場投信,東証Ｅ,10,ETF銘柄一覧
1570,ＮＥＸＴ日経平均レバレッジ,1570日経レバ,東証Ｅ,1,ETF銘柄一覧
1571,ＮＥＸＴ　日経平均インバース,1571日経インバ,東証Ｅ,1,ETF銘柄一覧
1572,中国Ｈ株ブル２倍上場投信,1572Ｈ株ブル,東証Ｅ,10,ETF銘柄一覧
1573,中国Ｈ株ベア上場投信,1573中国Ｈ株ベア上場投信,東証Ｅ,10,ETF銘柄一覧
1574,ＭＡＸＩＳトピックスリスクコントロール（１０％）,1574ＭＸリス１０,東証Ｅ,10,ETF銘柄一覧
1575,ＣｈｉｎａＡＭＣ　ＣＳＩ３００　Ｉｎｄｅｘ　ＥＴＦ,1575中国Ａ３００,東証Ｅ,10,ETF銘柄一覧
1576,南方　ＦＴＳＥ　中国Ａ株５０　ＥＴＦ,1576南方Ａ５０,東証Ｅ,10,ETF銘柄一覧
1577,ＮＥＸＴ　野村日本株高配当,1577野村高配７０,東証Ｅ,1,ETF銘柄一覧
1578,上場インデックスファンド日経２２５（ミニ）,1578日興２２５Ｍ,東証Ｅ,1,ETF銘柄一覧
1579,日経平均ブル２倍上場投信,1579日経ブル２,東証Ｅ,10,ETF銘柄一覧
1580,日経平均ベア上場投信,1580日経平均ベア上場投信,東証Ｅ,10,ETF銘柄一覧
1584,サムスンＫＯＤＥＸサムスングループ株証券,1584ＫＤＸサムス,東証Ｅ,10,ETF銘柄一覧
1585,ダイワ上場投信・ＴＯＰＩＸＥｘ－Ｆｉｎａｎｃｉａｌｓ,1585大和ＥＸ―Ｆ,東証Ｅ,10,ETF銘柄一覧
1586,上場インデックスファンドＴＯＰＩＸ,1586日興除く金融,東証Ｅ,1,ETF銘柄一覧
1591,ＮＥＸＴ　ＪＰＸ日経,1591ＮＥＸＴ　ＪＰＸ日経,東証Ｅ,1,ETF銘柄一覧
1592,上場インデックスファンドＪＰＸ日経,1592日興ＪＰＸ日,東証Ｅ,1,ETF銘柄一覧
1593,ＭＡＸＩＳＪＰＸ日経インデックス４００,1593ＭＸ４００,東証Ｅ,1,ETF銘柄一覧
1595,ＮＺＡＭ　ＲＥＩＴ指数,1595ＮＺＡＭ　ＲＥＩＴ指数,東証Ｅ,10,ETF銘柄一覧
1596,ＮＺＡＭ　ＴＯＰＩＸ,1596ＮＺＡＭ　ＴＯＰＩＸ,東証Ｅ,10,ETF銘柄一覧
1597,ＭＡＸＩＳ　Ｊリート上場投信,1597ＭＸＪリート,東証Ｅ,10,ETF銘柄一覧
1598,ＮＥＸＴ　Ｒ／Ｎファンダメンタル,1598野村ＲＮＦＩ,東証Ｅ,1,ETF銘柄一覧
1599,ダイワＪＰＸ日経４００,1599ダイワＪＰＸ日経４００,東証Ｅ,1,ETF銘柄一覧
1605,国際石油開発帝石,1605国際石油開発帝石,東証１,100,鉱業
1613,東証電気機器株価指数連動型上場投資信託,1613野村東証電機,東証Ｅ,10,ETF銘柄一覧
1615,東証銀行業株価指数連動型上場投資信託,1615野村東証銀行,東証Ｅ,100,ETF銘柄一覧
1617,ＮＥＸＴ　食品,1617ＮＥＸＴ　食品,東証Ｅ,1,ETF銘柄一覧
1618,ＮＥＸＴ　エネルギー資源,1618野村エネ資源,東証Ｅ,1,ETF銘柄一覧
1619,ＮＥＸＴ　建設・資材,1619ＮＥＸＴ　建設・資材,東証Ｅ,1,ETF銘柄一覧
1620,ＮＥＸＴ　素材・化学,1620ＮＥＸＴ　素材・化学,東証Ｅ,1,ETF銘柄一覧
1621,ＮＥＸＴ　医薬品,1621ＮＥＸＴ　医薬品,東証Ｅ,1,ETF銘柄一覧
1622,ＮＥＸＴ　自動車・輸送機,1622野村自動車,東証Ｅ,1,ETF銘柄一覧
1623,ＮＥＸＴ　鉄鋼・非鉄鉄鋼・非鉄,1623野村鉄鋼非鉄,東証Ｅ,1,ETF銘柄一覧
1624,ＮＥＸＴ　機械,1624ＮＥＸＴ　機械,東証Ｅ,1,ETF銘柄一覧
1625,ＮＥＸＴ　電機・精密,1625ＮＥＸＴ　電機・精密,東証Ｅ,1,ETF銘柄一覧
1626,ＮＥＸＴ　情通サ他,1626ＮＥＸＴ　情通サ他,東証Ｅ,1,ETF銘柄一覧
1627,ＮＥＸＴ　電力・ガス電力・ガス,1627野村電力ガス,東証Ｅ,1,ETF銘柄一覧
1628,ＮＥＸＴ　運輸・物流,1628ＮＥＸＴ　運輸・物流,東証Ｅ,1,ETF銘柄一覧
1629,ＮＥＸＴ　商社・卸売,1629ＮＥＸＴ　商社・卸売,東証Ｅ,1,ETF銘柄一覧
1630,ＮＥＸＴ　小売,1630ＮＥＸＴ　小売,東証Ｅ,1,ETF銘柄一覧
1631,ＮＥＸＴ　銀行,1631ＮＥＸＴ　銀行,東証Ｅ,1,ETF銘柄一覧
1632,ＮＥＸＴ　金融,1632ＮＥＸＴ　金融,東証Ｅ,1,ETF銘柄一覧
1633,ＮＥＸＴ　不動産,1633ＮＥＸＴ　不動産,東証Ｅ,1,ETF銘柄一覧
1651,ダイワ上場投信－ＴＯＰＩＸ高配当４０指数,1651大和高配４０,東証Ｅ,10,ETF銘柄一覧
1652,ダイワ上場投信－ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,1652大和ＷＩＮ,東証Ｅ,10,ETF銘柄一覧
1653,ダイワ上場投信－ＭＳＣＩジャパンＥＳＧ,1653大和ＥＳＧセ,東証Ｅ,10,ETF銘柄一覧
1654,ダイワ上場投信－ＦＴＳＥＢｌｏｓｓｏｍ　Ｊａｐａｎ,1654大和ブロサム,東証Ｅ,10,ETF銘柄一覧
1655,ｉシェアーズ　Ｓ＆Ｐ　５００米国株　ＥＴＦ,1655ｉＳ米国株,東証Ｅ,1,ETF銘柄一覧
1656,ｉシェアーズ・コア米国債７－１０年　ＥＴＦ,1656ｉＳ米債７,東証Ｅ,1,ETF銘柄一覧
1657,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）ＥＴＦ,1657ｉＳ先進国株,東証Ｅ,1,ETF銘柄一覧
1658,ｉシェアーズ・コアＭＳＣＩ　新興国株　ＥＴＦ,1658ｉＳ新興国株,東証Ｅ,1,ETF銘柄一覧
1659,ｉシェアーズ米国リート　ＥＴＦ,1659ｉＳ米リート,東証Ｅ,1,ETF銘柄一覧
1660,ＭＡＸＩＳ高利回りＪリート上場投信,1660ＭＸ高利Ｊリ,東証Ｅ,1,ETF銘柄一覧
1662,石油資源開発,1662石油資源開発,東証１,100,鉱業
1663,Ｋ＆Ｏエナジーグループ,1663Ｋ＆Ｏエナジーグループ,東証１,100,鉱業
1670,ＭＡＸＩＳＳ＆Ｐ三菱系企業群上場投信,1670ＭＸ三菱,東証Ｅ,100,ETF銘柄一覧
1671,ＷＴＩ原油価格連動型上場投信,1671ＷＴＩ原油,東証Ｅ,1,ETF銘柄一覧
1672,ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,1672ＷＴ金,東証Ｅ,1,ETF銘柄一覧
1673,ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,1673ＷＴ銀,東証Ｅ,10,ETF銘柄一覧
1674,ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,1674ＷＴプラチナ,東証Ｅ,1,ETF銘柄一覧
1675,ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,1675ＷＴパラジ,東証Ｅ,1,ETF銘柄一覧
1676,ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット,1676ＷＴ貴金属,東証Ｅ,1,ETF銘柄一覧
1677,上場インデックスファンド海外債券毎月分配型,1677日興外債毎月,東証Ｅ,10,ETF銘柄一覧
1678,ＮＥＸＴ　インド株式,1678ＮＥＸＴ　インド株式,東証Ｅ,100,ETF銘柄一覧
1679,Ｓｉｍｐｌｅ－Ｘ　ＮＹダウジョーンズ・インデックス,1679ＮＹダウ,東証Ｅ,10,ETF銘柄一覧
1680,上場インデックスファンド海外先進国株式,1680日興ＭＳコク,東証Ｅ,10,ETF銘柄一覧
1681,上場インデックスファンド海外新興国株式,1681日興ＭＳエマ,東証Ｅ,10,ETF銘柄一覧
1682,ＮＥＸＴ日経・東商取白金指数連動,1682野村白金,東証Ｅ,100,ETF銘柄一覧
1683,Ｏｎｅ　ＥＴＦ　国内金先物,1683Ｏｎｅ金,東証Ｅ,10,ETF銘柄一覧
1684,ＷｉｓｄｏｍＴｒｅｅ　ブロード上場投資信託,1684ＷＴ商品総合,東証Ｅ,10,ETF銘柄一覧
1685,ＷｉｓｄｏｍＴｒｅｅ　エネルギー指数上場投資信託,1685ＷＴエナジー,東証Ｅ,10,ETF銘柄一覧
1686,ＷｉｓｄｏｍＴｒｅｅ　産業用金属,1686ＷＴメタル,東証Ｅ,10,ETF銘柄一覧
1687,ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,1687ＷＴアグリ,東証Ｅ,10,ETF銘柄一覧
1688,ＷｉｓｄｏｍＴｒｅｅ　穀物上場投資信託,1688ＷＴ穀物,東証Ｅ,10,ETF銘柄一覧
1689,ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,1689ＷＴ天然ガス,東証Ｅ,100,ETF銘柄一覧
1690,ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場,1690ＷＴ原油,東証Ｅ,10,ETF銘柄一覧
1691,ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,1691ＷＴガソリン,東証Ｅ,1,ETF銘柄一覧
1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,1692ＷＴアルミ,東証Ｅ,100,ETF銘柄一覧
1693,ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,1693ＷＴ銅,東証Ｅ,10,ETF銘柄一覧
1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,1694ＷＴニッケル,東証Ｅ,10,ETF銘柄一覧
1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,1695ＷＴ小麦,東証Ｅ,100,ETF銘柄一覧
1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,1696ＷＴコーン,東証Ｅ,100,ETF銘柄一覧
1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,1697ＷＴ大豆,東証Ｅ,10,ETF銘柄一覧
1698,上場日本高配当,1698上場日本高配当,東証Ｅ,10,ETF銘柄一覧
1699,ＮＥＸＴ　ＮＯＭＵＲＡ原油インデックス連動型上場投信,1699野村原油,東証Ｅ,10,ETF銘柄一覧
1711,省電舎ホールディングス,1711省電舎ホールディングス,東証２,100,建設業
1712,ダイセキ環境ソリューション,1712ダイセキＳ,東証１,100,建設業
1716,第一カッター興業,1716第一カッター興業,東証１,100,建設業
1717,明豊ファシリティワークス,1717明豊ファシリ,東証１,100,建設業
1718,美樹工業,1718美樹工業,ＪＱ,100,建設業
1719,安藤・間,1719安藤・間,東証１,100,建設業
1720,東急建設,1720東急建設,東証１,100,建設業
1721,コムシスホールディングス,1721コムシスＨＤ,東証１,100,建設業
1723,日本電技,1723日本電技,ＪＱ,100,建設業
1724,シンクレイヤ,1724シンクレイヤ,ＪＱ,100,建設業
1726,ビーアールホールディングス,1726Ｂｒ．ＨＤ,東証１,100,建設業
1728,ミサワホーム中国,1728ミサワホーム中国,ＪＱ,100,建設業
1730,麻生フオームクリート,1730麻生フオームクリート,ＪＱ,100,建設業
1736,オーテック,1736オーテック,ＪＱ,100,建設業
1737,三井金属エンジニアリング,1737三井金エンジ,東証２,100,建設業
1738,ＮＩＴＴＯＨ,1738ＮＩＴＴＯＨ,名証２,100,建設業
1739,シード平和,1739シード平和,ＪＱＧ,100,建設業
